CPF,Endereço do Imóvel,Tipo de Imóvel,Área do Imóvel (m²),Valor do Imóvel,Número de Quartos,Número de Banheiros,Tem Piscina?,Tem Garagem?,Tem Elevador?,Condomínio Fechado?,Valor do Condomínio,Ano de Construção,Tipo de Oferta,Data da Última Reforma
716.328.590-68,"Fazenda Cecília Mendes, 32
Aeroporto
84989-603 Cavalcante / SC",Casa,330,1114410,4,4,Sim,Sim,Não,Sim,1273,2009,Aluguel,14/08/2019
268.709.154-58,"Colônia de Rocha, 80
Conjunto São Francisco De Assis
08258386 Duarte de da Cunha / CE",Terreno,469,1190791,3,4,Sim,Sim,Não,Sim,616,2004,Venda,07/05/2024
981.305.746-75,"Alameda Carvalho, 84
São Gabriel
62451-618 Nogueira / AM",Casa,350,1655150,2,3,Sim,Sim,Não,Sim,742,2014,Venda,17/03/2017
640.591.372-43,"Rua Correia, 29
Serra Verde
89630427 Azevedo de Goiás / SP",Casa,205,891750,3,3,Sim,Sim,Sim,Não,314,1983,Venda,11/05/2024
061.378.495-20,"Ladeira Manuela Camargo
Savassi
77168-003 Sampaio de Aragão / BA",Apartamento,224,846944,3,5,Sim,Sim,Sim,Sim,1458,2014,Venda,10/05/2026
580.127.496-02,"Praia Luiz Gustavo Sales
Caiçara - Adelaide
84130-473 Nunes das Pedras / SP",Terreno,100,217300,3,3,Sim,Sim,Sim,Não,711,1991,Aluguel,25/02/2017
615.382.704-71,"Recanto Henry Gabriel Fernandes
Cônego Pinheiro 1ª Seção
67654522 Siqueira da Serra / RR",Apartamento,233,1030792,4,5,Sim,Sim,Sim,Sim,673,2007,Aluguel,25/01/2021
147.526.803-35,"Estação de Campos, 4
Marieta 2ª Seção
65483360 Santos / RJ",Casa,326,858358,1,1,Não,Não,Não,Sim,1464,2006,Venda,23/06/2023
491.750.283-79,"Viaduto Andrade
Pindura Saia
51091930 Rezende das Pedras / RJ",Apartamento,432,1682208,2,4,Não,Sim,Sim,Não,539,1988,Aluguel,21/07/2021
568.072.349-29,"Trevo Davi Novaes, 82
Conjunto Taquaril
84208-866 Fogaça das Flores / SP",Casa,149,701492,1,1,Não,Sim,Sim,Sim,1390,2008,Venda,08/01/2022
710.568.923-40,"Esplanada Pereira, 8
São Marcos
09801724 Porto Verde / ES",Terreno,177,540204,5,6,Sim,Sim,Não,Sim,1134,2014,Aluguel,06/06/2023
378.561.942-19,"Viela Cavalcante, 54
Santa Inês
94137613 Casa Grande do Oeste / SP",Casa,207,559935,3,4,Sim,Sim,Não,Não,1745,1982,Aluguel,25/05/2021
426.971.805-67,"Parque Antonella Pereira, 75
Minaslandia
74218-656 Garcia / DF",Terreno,496,1020768,5,7,Sim,Sim,Não,Sim,1001,2014,Aluguel,17/09/2019
182.579.604-11,"Campo Yago Cardoso, 19
Buraco Quente
81746-174 Novaes / AC",Casa,330,777810,3,4,Não,Não,Sim,Sim,331,2012,Aluguel,14/12/2025
160.358.294-06,"Campo de Peixoto
Maria Virgínia
32137-685 Dias do Norte / SC",Casa,119,364616,1,2,Não,Não,Não,Não,1858,1996,Venda,19/02/2020
523.780.196-02,"Ladeira Bernardo da Cunha, 68
Vila Paris
50071-034 Rodrigues Grande / SE",Terreno,392,962360,5,6,Não,Sim,Sim,Sim,1573,1980,Aluguel,09/07/2024
719.524.630-25,"Estação Ravi Pimenta, 98
Santa Amelia
55261-886 Garcia de Montenegro / GO",Casa,275,640750,3,5,Sim,Sim,Não,Não,1566,2016,Aluguel,31/07/2022
934.815.670-57,"Aeroporto Duarte, 4
Buritis
45278258 Vargas / PR",Apartamento,406,1821316,4,6,Não,Não,Não,Sim,1912,2018,Aluguel,21/10/2023
297.560.183-21,"Praia de Oliveira, 60
Concórdia
10994069 Mendonça de Costa / RN",Apartamento,477,1971918,1,2,Sim,Sim,Não,Não,1936,2002,Venda,27/04/2023
729.150.438-41,"Alameda Bianca Pastor, 87
Providencia
49948-855 Sales do Sul / BA",Casa,134,278184,2,2,Não,Não,Não,Não,351,2023,Aluguel,10/12/2017
017.634.958-84,"Aeroporto de Gonçalves
Salgado Filho
90386-647 Ramos / CE",Terreno,229,731884,1,1,Não,Não,Não,Sim,1770,2019,Aluguel,22/08/2025
504.319.278-04,"Estação Fernanda Azevedo, 3
Vila De Sá
03157-947 Santos / CE",Terreno,149,330333,3,3,Não,Sim,Não,Não,1926,1996,Aluguel,27/12/2021
798.640.321-78,"Vereda Pinto, 10
Piraja
93434858 Cavalcanti / RN",Casa,487,2051244,3,4,Sim,Sim,Não,Não,1108,2001,Venda,28/12/2025
283.506.497-47,"Chácara Asafe Cavalcante, 114
Vila União
95826-576 Araújo de Aragão / MT",Terreno,65,255515,4,4,Sim,Sim,Não,Sim,1588,2004,Aluguel,08/09/2022
234.107.659-99,"Vale Luísa Carvalho, 691
Solar Do Barreiro
52666-691 Ferreira / MA",Casa,248,1140800,4,4,Sim,Sim,Sim,Sim,324,2003,Venda,25/04/2018
219.856.037-21,"Área Joaquim Mendes, 28
Ouro Preto
88261-778 Farias / PA",Casa,328,1486824,5,6,Não,Não,Sim,Não,1926,2011,Aluguel,27/11/2021
651.948.230-70,"Aeroporto da Cruz, 75
Canadá
29633-106 Montenegro de das Neves / AM",Apartamento,170,670820,4,4,Não,Não,Não,Não,1522,1988,Venda,12/07/2021
074.536.129-34,"Sítio de Oliveira, 97
São Sebastião
89516-450 Aragão das Pedras / RS",Casa,235,1056795,2,3,Sim,Sim,Sim,Sim,1512,1998,Aluguel,18/04/2024
398.572.061-40,"Rua Stella Lopes, 1
Bernadete
54476-410 Gomes / PE",Terreno,87,404202,1,2,Não,Sim,Não,Sim,1451,2016,Aluguel,16/01/2025
369.140.725-07,"Loteamento Hadassa Novaes, 42
Universitário
47977455 Vasconcelos Alegre / AL",Casa,170,634100,1,2,Não,Não,Não,Sim,1764,1991,Venda,18/08/2025
935.726.408-65,"Colônia de Vasconcelos, 75
Vila Nova Cachoeirinha 1ª Seção
50197-548 Martins / DF",Terreno,82,294052,4,6,Sim,Sim,Sim,Não,1306,1981,Venda,12/07/2025
625.481.973-28,"Via Agatha Siqueira
Vila Dos Anjos
89974001 Marques do Campo / PI",Apartamento,115,546020,1,1,Não,Não,Sim,Sim,1078,2019,Aluguel,03/02/2025
908.725.316-86,"Alameda Teixeira, 30
Eymard
40045450 Borges / SP",Apartamento,243,663876,3,4,Sim,Sim,Sim,Não,295,2007,Venda,23/04/2026
210.854.963-33,"Morro Camila Novaes, 22
Cidade Jardim
77166-300 Viana / PR",Terreno,440,1377640,2,2,Sim,Sim,Não,Não,287,1980,Aluguel,10/10/2019
638.509.247-00,"Loteamento de Ferreira
Vila Nova Dos Milionarios
55696099 da Paz de Minas / MT",Casa,258,530448,2,2,Sim,Sim,Sim,Sim,1923,2022,Venda,22/07/2021
130.596.784-48,"Fazenda Gustavo Henrique Lima, 497
Camponesa 1ª Seção
20658611 Duarte de Barbosa / MS",Terreno,444,2043732,4,4,Sim,Sim,Sim,Sim,1967,1983,Venda,31/10/2019
529.786.104-76,"Vereda Pastor, 58
Solimoes
01579843 Monteiro Paulista / PR",Casa,390,888810,2,4,Não,Não,Não,Não,288,1997,Venda,12/06/2017
605.798.134-01,"Trevo Moreira, 69
São Bernardo
32082877 Alves da Serra / SP",Apartamento,272,703936,5,6,Sim,Sim,Não,Sim,1675,2008,Venda,27/07/2016
947.561.238-64,"Quadra Fonseca, 800
Bom Jesus
22665-616 da Rosa / PB",Casa,50,145100,4,6,Não,Não,Não,Não,694,2023,Venda,19/08/2023
639.017.825-59,"Fazenda Novaes, 90
Vila Santo Antônio Barroquinha
09139522 Leão / CE",Apartamento,457,1179060,4,5,Sim,Sim,Não,Sim,473,2005,Aluguel,04/04/2017
548.036.271-26,"Feira Eloah Fernandes, 4
Barão Homem De Melo 1ª Seção
70080-619 Andrade de Minas / CE",Terreno,433,1850642,5,6,Não,Sim,Sim,Não,585,2004,Venda,08/10/2018
913.820.547-50,"Trevo Moura, 49
São Damião
71605311 Novais do Campo / MS",Apartamento,197,528354,5,5,Sim,Sim,Não,Sim,537,1986,Venda,05/09/2017
935.416.802-70,"Quadra Fernandes, 397
Ermelinda
17142-609 Novais / AP",Casa,473,1274262,3,4,Sim,Sim,Sim,Sim,1539,1987,Aluguel,22/05/2019
681.705.432-07,"Vila de Costa, 50
Novo Aarão Reis
94537-943 da Mota Grande / SE",Terreno,164,690276,4,6,Não,Sim,Sim,Não,1179,2008,Aluguel,08/03/2019
439.872.510-50,"Estação Barbosa, 94
Conjunto Califórnia Ii
56178107 Barros / AM",Apartamento,236,871548,1,1,Sim,Sim,Sim,Não,1191,2010,Aluguel,11/12/2023
037.962.851-12,"Loteamento Sales
Vale Do Jatoba
30127-043 Costela da Mata / RN",Apartamento,370,1266880,2,2,Não,Não,Não,Sim,1674,2019,Aluguel,13/11/2022
925.604.138-33,"Condomínio Marques, 28
Vila Dos Anjos
99283-129 Nascimento / TO",Apartamento,472,1254104,3,4,Sim,Sim,Sim,Não,1070,2012,Venda,13/10/2019
410.857.329-32,"Praia Pinto, 83
São Jorge 1ª Seção
73953-883 Andrade / ES",Apartamento,458,1918562,1,1,Não,Sim,Não,Não,1089,2009,Aluguel,15/08/2024
874.152.039-41,"Rua de Andrade, 84
Gameleira
77513-752 Pimenta Verde / PR",Terreno,129,352944,2,4,Sim,Sim,Sim,Sim,1043,2013,Aluguel,16/10/2018
524.087.961-30,"Pátio Benjamim Albuquerque
Vila Antena
50582833 da Cunha Alegre / AC",Casa,176,360448,5,5,Sim,Sim,Sim,Sim,1874,2009,Venda,15/01/2022
801.796.542-76,"Largo Caleb Vieira, 994
Vila Betânia
29422951 Brito / RN",Apartamento,226,970670,3,5,Sim,Sim,Não,Não,1697,2013,Aluguel,31/01/2026
075.821.496-02,"Jardim João Lucas Alves, 6
Marieta 2ª Seção
34982-369 Vieira de Minas / MG",Casa,326,1535134,3,3,Não,Não,Sim,Sim,591,2001,Venda,01/06/2020
826.051.374-90,"Rodovia Pacheco, 96
Cardoso
51939-163 Aparecida / RR",Apartamento,471,982035,1,1,Não,Sim,Sim,Sim,593,2013,Venda,27/03/2020
109.267.538-86,"Área Diego Montenegro
Mala E Cuia
79952-301 Andrade / SC",Casa,460,2104960,1,1,Não,Não,Sim,Não,422,2008,Venda,19/06/2017
946.738.501-57,"Campo Pimenta, 96
Ipiranga
70864666 da Cruz / RR",Casa,90,231930,2,4,Sim,Sim,Sim,Sim,1021,1985,Aluguel,23/06/2022
852.693.147-46,"Feira de Araújo, 58
Boa União 2ª Seção
93385538 Brito / AP",Apartamento,433,1219761,4,4,Sim,Sim,Sim,Sim,1941,2007,Venda,26/01/2025
587.413.092-60,"Colônia de Melo, 3
Ventosa
79608-647 Moura dos Dourados / SC",Casa,323,1490645,4,5,Não,Não,Sim,Não,1139,2009,Aluguel,09/01/2023
834.697.150-84,"Morro João Gabriel Sampaio, 89
Vila Barragem Santa Lúcia
75252-759 Moreira das Flores / PR",Terreno,378,1018332,2,2,Sim,Sim,Sim,Sim,994,2018,Aluguel,06/11/2016
317.294.056-06,"Aeroporto de Rocha
Flavio De Oliveira
52458857 Porto de Nogueira / CE",Apartamento,316,941996,2,2,Sim,Sim,Sim,Sim,769,1981,Aluguel,26/06/2022
905.461.283-51,"Condomínio de Castro, 41
Morro Dos Macacos
54966-319 Pimenta / RJ",Casa,316,780836,1,2,Sim,Sim,Não,Sim,891,2023,Venda,05/04/2023
096.713.254-16,"Viela Sousa, 89
João Paulo Ii
00494337 Cassiano Paulista / AL",Casa,369,1787067,2,3,Sim,Sim,Não,Sim,828,1981,Aluguel,24/06/2023
749.862.135-55,"Passarela Liam Nunes, 95
Aeroporto
60811-235 Peixoto dos Dourados / DF",Casa,433,1866230,1,3,Não,Sim,Sim,Não,745,1988,Venda,09/07/2020
849.126.753-00,"Morro de Sousa, 68
Dom Silverio
20715-927 Martins do Sul / RO",Terreno,206,878590,3,5,Sim,Sim,Sim,Não,432,2016,Aluguel,18/10/2019
623.059.471-43,"Ladeira de Andrade, 25
Andiroba
07453-604 Moraes da Mata / PA",Terreno,94,428358,3,4,Não,Sim,Não,Sim,1217,1980,Venda,17/03/2023
523.681.479-00,"Largo Luigi Ferreira, 76
Ápia
53989-324 Pacheco / MT",Casa,309,1268754,3,3,Sim,Sim,Sim,Não,1811,2015,Aluguel,31/08/2016
327.540.619-16,"Esplanada Davi Montenegro, 65
Vila Suzana Primeira Seção
61718535 Leão / MT",Terreno,53,264258,1,3,Sim,Sim,Sim,Não,1484,2014,Venda,26/04/2025
940.586.172-76,"Colônia Nicolas Albuquerque, 347
Ipe
39772433 Almeida / SC",Apartamento,227,950222,1,1,Sim,Sim,Sim,Não,1758,2013,Aluguel,19/05/2023
231.904.586-42,"Condomínio de Novaes, 9
Ernesto Nascimento
86265-122 da Luz / AC",Terreno,266,604086,1,2,Sim,Sim,Não,Sim,579,1983,Aluguel,05/09/2022
543.698.027-92,"Passarela Letícia Freitas, 52
Vila Canto Do Sabiá
78145060 Aparecida de Sampaio / SP",Apartamento,66,282876,2,2,Não,Não,Sim,Sim,1126,2018,Venda,26/09/2017
619.037.582-03,"Residencial Eduardo Costa, 16
Rio Branco
02747476 Teixeira / PE",Apartamento,75,324000,4,4,Sim,Sim,Sim,Não,1690,1997,Aluguel,04/09/2025
148.965.320-15,"Loteamento Anthony Marques
Vila Jardim São José
88568-570 Pires dos Dourados / SP",Casa,192,652416,1,1,Não,Sim,Sim,Sim,911,1985,Venda,24/04/2024
793.280.641-04,"Viaduto de Costela, 430
Leonina
30945915 Monteiro da Praia / PR",Apartamento,383,1653028,4,5,Sim,Sim,Sim,Sim,262,1999,Aluguel,06/08/2017
764.350.128-90,"Aeroporto de Campos, 38
Conjunto São Francisco De Assis
84426-498 Santos / RN",Casa,176,696960,5,7,Não,Sim,Não,Não,1822,2014,Venda,21/05/2026
385.029.641-51,"Parque Pedro Lucas Macedo, 16
João Pinheiro
10951-651 Mendes / MG",Terreno,144,340992,2,2,Não,Sim,Não,Não,539,1986,Aluguel,24/01/2022
935.481.207-41,"Jardim Macedo, 95
Vila Nova Gameleira 2ª Seção
40708973 da Rocha / PR",Casa,179,755022,3,4,Sim,Sim,Sim,Sim,1845,2004,Venda,10/02/2026
302.768.594-56,"Favela Julia Alves, 98
Vila Nova Cachoeirinha 2ª Seção
01027-820 Farias / BA",Apartamento,69,265581,5,5,Não,Sim,Sim,Sim,1349,1986,Aluguel,05/08/2020
190.275.384-41,"Viela de Cirino, 22
Jardim Montanhês
66490-626 Carvalho / PB",Terreno,400,906000,4,4,Sim,Sim,Sim,Sim,1339,2010,Aluguel,21/07/2023
523.018.647-07,"Jardim Gabriel da Rosa
Floramar
28781-081 Abreu / PE",Apartamento,473,1112023,2,4,Sim,Sim,Não,Sim,1858,1993,Aluguel,18/04/2017
803.269.715-21,"Trecho Jesus, 7
Horto
88092-560 Aparecida do Campo / AC",Casa,350,1436400,2,4,Sim,Sim,Não,Sim,1549,1986,Aluguel,16/01/2025
590.348.172-88,"Núcleo Lima, 42
Céu Azul
79189069 Porto de Ferreira / AC",Terreno,200,888200,3,5,Não,Não,Não,Não,298,1984,Venda,09/01/2026
164.872.593-73,"Campo Ísis Pastor, 50
Mirante
54534385 Garcia / PI",Casa,185,410145,2,2,Sim,Sim,Sim,Não,341,1981,Venda,13/06/2017
381.620.795-21,"Morro da Luz, 77
Alto Dos Pinheiros
33847025 Pires de da Cruz / PB",Terreno,204,776628,1,2,Sim,Sim,Não,Sim,1614,1993,Aluguel,10/08/2025
278.013.456-90,"Recanto de Barbosa
Horto Florestal
81015760 Leão Grande / TO",Apartamento,394,1930206,3,3,Sim,Sim,Sim,Sim,370,1997,Aluguel,05/02/2022
902.573.186-40,"Morro Aparecida, 34
Vila Vista Alegre
51101-742 das Neves do Galho / CE",Casa,159,525654,2,3,Sim,Sim,Não,Sim,1629,1991,Aluguel,20/07/2016
301.247.986-40,"Largo de Ribeiro, 31
Estoril
57538140 Silva / RN",Apartamento,296,1149368,5,7,Sim,Sim,Não,Não,661,2004,Aluguel,12/06/2025
295.017.846-49,"Rodovia de Mendes, 30
Dona Clara
48041902 Ribeiro de Minas / PA",Terreno,467,1982415,2,2,Não,Não,Não,Não,1131,1994,Aluguel,29/04/2025
716.985.304-39,"Distrito de Cavalcante, 34
Dom Joaquim
49635-622 Moura / CE",Terreno,230,673210,4,6,Sim,Sim,Sim,Não,825,1989,Aluguel,24/10/2016
981.054.237-23,"Aeroporto de Aragão, 617
Novo Ouro Preto
30637-724 Caldeira / SC",Terreno,258,661512,5,5,Não,Sim,Sim,Não,1182,2009,Venda,19/04/2020
347.208.596-74,"Praia Cassiano
Colégio Batista
54132535 Peixoto Verde / PA",Terreno,136,499528,3,3,Sim,Sim,Não,Não,1858,1991,Venda,05/06/2017
054.876.931-10,"Favela de Rocha, 60
Santa Inês
64608113 Pastor / PA",Apartamento,246,986460,2,4,Não,Sim,Não,Não,1026,1986,Aluguel,19/07/2022
640.137.528-08,"Largo Moura, 4
Bairro Das Indústrias Ii
04512-069 Pacheco / PE",Casa,344,995192,1,3,Sim,Sim,Não,Não,1691,2008,Aluguel,01/01/2024
235.704.916-25,"Setor de da Cunha, 84
Jardim Felicidade
83893434 da Luz / RJ",Apartamento,65,169650,1,1,Não,Não,Não,Não,1015,1991,Venda,17/02/2018
213.740.598-97,"Largo de Montenegro
Conjunto Taquaril
47182788 da Cruz / ES",Terreno,288,897408,2,2,Não,Sim,Sim,Não,378,1989,Aluguel,25/01/2021
389.517.402-50,"Área Milena Vasconcelos
Inconfidência
80337798 Martins de Gomes / RO",Terreno,117,300339,1,2,Sim,Sim,Sim,Não,1641,2013,Aluguel,09/03/2020
502.179.843-04,"Viela Cirino, 83
Barreiro
98864103 Câmara da Prata / PB",Apartamento,143,454168,4,5,Não,Sim,Sim,Sim,1020,2022,Aluguel,24/11/2022
768.043.951-66,"Recanto Paulo da Cruz, 70
Vila Madre Gertrudes 3ª Seção
96650-867 Araújo de Cirino / PE",Apartamento,458,1904822,5,6,Não,Sim,Não,Não,605,1988,Venda,29/11/2017
058.413.679-00,"Pátio da Cunha
Maria Goretti
63038420 Pacheco Alegre / MA",Terreno,206,536012,3,4,Não,Sim,Não,Sim,1189,1986,Venda,01/12/2023
031.587.492-97,"Trevo Dante Moreira, 4
Virgínia
73582026 da Mata / PA",Apartamento,466,1682726,5,5,Sim,Sim,Sim,Não,901,2023,Aluguel,10/03/2026
453.829.716-09,"Vereda Diego Nascimento, 93
Vila Aeroporto Jaraguá
07855286 Pinto dos Dourados / TO",Terreno,127,537337,5,5,Sim,Sim,Não,Sim,1824,2007,Aluguel,18/11/2020
927.165.803-59,"Aeroporto da Mota, 26
Jardinópolis
27509-316 Fernandes / PB",Terreno,341,760771,5,6,Sim,Sim,Sim,Não,678,2003,Aluguel,05/11/2017
653.824.190-51,"Lago Cirino, 283
Independência
80161985 da Cruz / ES",Terreno,209,621566,4,6,Não,Sim,Sim,Não,1368,2011,Aluguel,03/11/2023
376.019.528-86,"Rua Giovanna Araújo, 27
Parque São Pedro
37200-560 Moura / MS",Apartamento,482,1181382,4,4,Não,Sim,Sim,Sim,677,1997,Venda,10/10/2022
382.067.149-87,"Trevo Marques, 93
Jardim Montanhês
30221142 Mendes de Gonçalves / SC",Casa,431,888291,2,3,Sim,Sim,Sim,Sim,1325,1988,Aluguel,20/08/2018
465.720.893-47,"Feira de Freitas
Minas Brasil
55273-894 Cunha de Gonçalves / TO",Casa,289,1432573,2,3,Sim,Sim,Não,Sim,1397,1991,Aluguel,19/04/2024
239.645.780-29,"Lagoa Porto, 544
Vila Nova Gameleira 3ª Seção
65195-134 Teixeira / PB",Terreno,111,326340,4,4,Sim,Sim,Sim,Não,1501,2019,Venda,19/03/2022
932.546.018-15,"Estrada Thales Souza, 217
Mineirão
62838-945 Pastor dos Dourados / AL",Apartamento,329,950481,1,1,Não,Não,Sim,Sim,1668,2023,Venda,08/05/2021
026.935.478-65,"Quadra de Sousa, 25
Nova Cachoeirinha
25732-709 Fogaça Verde / DF",Apartamento,278,1124510,3,5,Sim,Sim,Sim,Não,1994,1998,Aluguel,26/08/2022
152.630.489-98,"Vereda Thomas Camargo, 45
Vila Olhos D'água
21411185 Castro da Praia / MS",Terreno,397,1603483,2,3,Não,Não,Não,Não,1122,2023,Aluguel,13/05/2021
509.316.842-42,"Núcleo Guilherme Machado, 60
Conjunto Califórnia Ii
08578347 Melo / RR",Casa,271,729261,4,6,Não,Não,Não,Sim,815,2023,Venda,27/05/2021
308.614.527-71,"Viela Ramos, 8
Novo Das Industrias
07268-508 Carvalho Alegre / RO",Casa,241,496701,3,4,Não,Sim,Sim,Sim,1417,2023,Venda,20/11/2022
534.697.012-61,"Vereda Mariah Duarte, 37
Vila Petropolis
78830-147 Pereira do Campo / RO",Casa,484,1712876,1,3,Sim,Sim,Sim,Sim,312,1995,Venda,28/03/2017
493.185.760-48,"Campo Ana Carolina Nascimento, 997
Vila Mantiqueira
44403026 Camargo de Cavalcanti / AP",Terreno,331,1086011,3,3,Não,Não,Sim,Não,1322,2002,Venda,12/03/2022
594.671.382-55,"Esplanada Bernardo Caldeira, 51
Barão Homem De Melo 2ª Seção
65574594 Cavalcante de da Cunha / BA",Terreno,156,325572,1,3,Sim,Sim,Sim,Sim,823,2021,Venda,06/05/2017
279.580.143-41,"Lagoa Sousa, 86
Aparecida 7ª Seção
18373-897 Siqueira do Norte / SP",Apartamento,154,385616,2,3,Não,Sim,Sim,Sim,1827,2021,Aluguel,03/08/2020
562.491.708-20,"Chácara de Novaes, 10
Trevo
68240-840 Sales / CE",Apartamento,155,331855,3,5,Não,Não,Não,Não,679,2021,Aluguel,12/11/2018
396.128.574-82,"Trecho Vieira
Glória
62618-374 Freitas do Norte / SE",Apartamento,359,1548008,1,1,Não,Sim,Não,Sim,1814,1985,Venda,05/11/2022
483.069.712-13,"Parque de Moraes, 32
Baleia
51121-744 Lopes / DF",Casa,390,1227720,2,4,Sim,Sim,Sim,Sim,914,2005,Aluguel,04/10/2016
201.576.894-76,"Lagoa Ferreira
Céu Azul
99169232 Carvalho / BA",Casa,83,187663,2,4,Sim,Sim,Sim,Não,757,1998,Aluguel,27/06/2025
259.704.836-56,"Trecho Rios, 1
Braúnas
84481890 Silveira / AL",Terreno,104,410696,1,3,Sim,Sim,Não,Sim,1329,2013,Venda,11/10/2022
430.892.671-87,"Setor Carvalho, 709
Jardim Do Vale
45294306 Martins / ES",Apartamento,62,270940,5,6,Sim,Sim,Não,Sim,1709,1986,Venda,11/01/2021
230.149.675-99,"Largo Bernardo Porto, 12
Vila Esplanada
60571-626 Novaes / PR",Casa,125,303375,2,2,Sim,Sim,Sim,Sim,443,2017,Aluguel,20/02/2025
175.846.329-55,"Área de Fernandes, 30
Vila Sumaré
02583336 Freitas de Goiás / AC",Terreno,308,901516,4,4,Não,Não,Não,Não,1997,2003,Venda,09/09/2019
982.157.036-40,"Quadra de Lima, 636
Vila De Sá
99054-223 Câmara de Nogueira / MS",Terreno,74,345432,3,3,Não,Sim,Sim,Não,961,2013,Venda,12/02/2017
617.208.593-02,"Praia Breno Almeida
Vila Real 2ª Seção
80162-854 Brito / MA",Terreno,363,1316601,4,4,Não,Não,Não,Sim,1199,2017,Venda,24/07/2018
145.702.689-94,"Morro Moreira, 51
Juliana
09954915 Melo / GO",Casa,291,675411,3,5,Sim,Sim,Sim,Não,793,1992,Venda,22/11/2022
269.018.547-49,"Alameda Carvalho, 80
Araguaia
88569-479 Cavalcanti Grande / SE",Apartamento,470,1728190,4,4,Não,Não,Não,Sim,489,1994,Venda,28/01/2020
869.705.324-29,"Jardim de Fernandes, 99
Vila Antena
61555-945 Pastor / CE",Terreno,341,1040732,2,2,Não,Sim,Sim,Sim,1098,1988,Aluguel,12/02/2024
013.978.624-40,"Estrada Pastor, 57
Granja Werneck
04037-980 Sá Paulista / AP",Terreno,360,1101240,4,5,Não,Não,Sim,Não,1786,2010,Venda,29/06/2023
305.621.947-70,"Loteamento de Fonseca, 2
Cenaculo
43627-858 Macedo / MT",Casa,168,824544,2,3,Sim,Sim,Não,Não,826,2002,Aluguel,29/04/2022
094.831.567-93,"Ladeira Maria Helena Moraes, 65
Manacas
60631470 Porto / SC",Casa,350,1023050,1,1,Sim,Sim,Não,Sim,1696,1995,Venda,28/04/2022
179.680.245-01,"Distrito de Peixoto
Paquetá
74052567 Lopes / MG",Apartamento,411,1957593,5,6,Não,Não,Não,Sim,397,2005,Venda,06/01/2026
250.498.176-76,"Trevo de Moraes
Vila Independencia 3ª Seção
42030-123 Leão da Prata / SP",Apartamento,245,846965,4,6,Sim,Sim,Não,Sim,240,2000,Aluguel,08/05/2022
425.716.089-67,"Feira Benicio Albuquerque, 6
Vila São Gabriel
84986-584 Ferreira de Correia / GO",Terreno,391,1357943,1,1,Não,Não,Não,Sim,793,2022,Venda,03/02/2020
584.790.236-00,"Via Miguel Leão, 56
Tupi B
71855164 Souza / MT",Casa,96,276480,3,4,Não,Sim,Não,Sim,1795,2007,Venda,03/04/2025
409.182.537-05,"Jardim de Dias, 79
Santa Inês
38192315 Rezende / GO",Apartamento,278,1285750,2,3,Não,Não,Sim,Não,355,2017,Aluguel,20/03/2026
630.842.915-51,"Trecho Lara da Paz
São Gabriel
95080656 Araújo / SC",Terreno,79,258093,5,6,Sim,Sim,Sim,Sim,483,1996,Venda,26/02/2026
086.924.531-70,"Passarela Novaes, 70
Camargos
53221-459 Barbosa das Flores / MS",Apartamento,133,355243,4,4,Não,Sim,Sim,Sim,1246,1988,Aluguel,08/10/2018
483.719.052-97,"Viela de Cunha, 39
Marmiteiros
72344300 Aparecida dos Dourados / SC",Apartamento,97,380919,3,5,Não,Sim,Sim,Não,613,2014,Venda,11/05/2022
714.925.608-20,"Fazenda de Sousa, 63
Bonsucesso
77514-143 Rios / AL",Terreno,73,173448,2,3,Não,Não,Não,Não,1654,2021,Venda,19/02/2021
604.982.137-22,"Esplanada da Mata, 558
Penha
16292973 Aragão de Pires / MG",Casa,426,1718484,5,5,Sim,Sim,Não,Sim,1655,1984,Aluguel,07/07/2025
390.216.857-95,"Esplanada Maitê Carvalho, 79
Camponesa 1ª Seção
99501166 Dias / BA",Terreno,487,2208545,3,5,Sim,Sim,Sim,Não,492,2017,Aluguel,17/01/2024
863.270.491-50,"Avenida de Aparecida, 43
Minas Caixa
14125-995 Peixoto de Sá / SP",Terreno,175,798175,1,1,Não,Sim,Sim,Sim,1633,2011,Venda,11/01/2024
487.502.639-00,"Vale Bernardo Cavalcanti, 46
Vila Madre Gertrudes 2ª Seção
86631-229 Mendonça / MG",Casa,248,776488,1,2,Sim,Sim,Não,Não,1643,2011,Aluguel,13/01/2022
306.187.542-53,"Travessa das Neves, 5
Comiteco
88871547 Lopes das Flores / SC",Apartamento,384,1075968,4,6,Não,Sim,Sim,Sim,411,2017,Venda,04/05/2020
247.918.356-46,"Vereda Kaique Lopes, 63
Itapoa
87078864 Fonseca de Minas / SC",Casa,415,1908585,5,6,Sim,Sim,Não,Não,634,2003,Venda,18/09/2018
023.659.874-00,"Conjunto Aparecida, 1
Aeroporto
74604555 Pereira do Norte / DF",Apartamento,50,115900,1,2,Sim,Sim,Sim,Sim,1555,2004,Aluguel,02/05/2023
263.841.790-40,"Praia Alana da Mata, 72
Nova Gameleira
61193220 Melo Alegre / MA",Terreno,397,1208071,5,6,Não,Sim,Não,Não,1317,2015,Venda,14/08/2017
659.321.047-16,"Residencial Diogo Silveira
Vila Madre Gertrudes 1ª Seção
94975756 Rodrigues / PI",Apartamento,221,937261,1,3,Sim,Sim,Não,Não,220,2013,Aluguel,04/04/2023
